Address,Award,City,Country,Cuisine,Location,Name,Phone Number,Price,Url,Latitude,Longitude,Price_NumRating
"Rue du Clos-de-la-Chaux, Le Broc, 63500, France",1 Star MICHELIN,Le Broc,France,"Creative, Modern Cuisine","Le Broc, France",Origines,33473717171,€€€€,https://guide.michelin.com/en/auvergne-rhone-alpes/le-broc/restaurant/origines,45.5014095,3.2436174,4
"25 rue du Faubourg-Bretonnière, Beaune, 21200, France",1 Star MICHELIN,Beaune,France,Modern Cuisine,"Beaune, France",Le Bénaton,33380220026,€€€€,https://guide.michelin.com/en/bourgogne-franche-comte/beaune/restaurant/le-benaton,47.0211819,4.8323645,4
"4 avenue de la République, Danjoutin, 90400, France",1 Star MICHELIN,Danjoutin,France,Modern Cuisine,"Danjoutin, France",Le Pot d'Étain,33384283195,€€€,https://guide.michelin.com/en/bourgogne-franche-comte/danjoutin/restaurant/le-pot-d-etain,47.6160064,6.8592762,3
"1 rue Berthollet, Paris, 75005, France",1 Star MICHELIN,Paris,France,Creative,"Paris, France",OKA,33145309456,€€€€,https://guide.michelin.com/en/ile-de-france/paris/restaurant/oka,48.8402017,2.3460191,4
"18 Grand'Place, Cassel, 59670, France",1 Star MICHELIN,Cassel,France,Modern Cuisine,"Cassel, France",Haut Bonheur de la Table,33328405103,€€,https://guide.michelin.com/en/hauts-de-france/cassel/restaurant/haut-bonheur-de-la-table,50.7999474,2.4857285,2
"6 rue Mourguet, Lyon, 69005, France",1 Star MICHELIN,Lyon,France,Modern Cuisine,"Lyon, France",La Sommelière,33478798645,€€€,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/la-sommeliere,45.759793,4.8261445,3
"1 rue Léon-le-Cerf, Mûr-de-Bretagne, 22530, France",1 Star MICHELIN,Mûr-de-Bretagne,France,Traditional Cuisine,"Mûr-de-Bretagne, France",Auberge Grand'Maison,33296285110,€€€,https://guide.michelin.com/en/bretagne/mr-de-bretagne/restaurant/auberge-grand-maison,48.201112,-2.9869249,3
"Lieu-dit La Forge, Montbron, 16220, France",1 Star MICHELIN,Montbron,France,Modern Cuisine,"Montbron, France",Moulin de la Tardoire,33545664146,€€,https://guide.michelin.com/en/nouvelle-aquitaine/montbron/restaurant/moulin-de-la-tardoire,45.67682,0.51396,2
"1 rue Albert-Thibaudet, Tournus, 71700, France",1 Star MICHELIN,Tournus,France,"Creative, Modern Cuisine","Tournus, France",L'Écrin de Yohann Chapuis,33385511352,€€€€,https://guide.michelin.com/en/bourgogne-franche-comte/tournus/restaurant/l-ecrin-de-yohann-chapuis,46.5656876,4.9078059,4
"123 rue Bugeaud, Lyon, 69006, France",1 Star MICHELIN,Lyon,France,Creative,"Lyon, France",La Mutinerie,33472749151,€€€,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/la-mutinerie,45.7670299,4.854575,3
"51 rue de Montmorency, Paris, 75003, France",1 Star MICHELIN,Paris,France,Modern Cuisine,"Paris, France",Auberge Nicolas Flamel,33142717778,€€€€,https://guide.michelin.com/en/ile-de-france/paris/restaurant/auberge-nicolas-flamel,48.8636156,2.3528989,4
"Place de la Fontaine, Marcolès, 15220, France",1 Star MICHELIN,Marcolès,France,Modern Cuisine,"Marcolès, France",Auberge de la Tour,33471469915,€€€€,https://guide.michelin.com/en/auvergne-rhone-alpes/marcols/restaurant/auberge-de-la-tour326032,44.7814806,2.3518849,4
"2 quai du Port, Marseille, 13002, France",1 Star MICHELIN,Marseille,France,Modern Cuisine,"Marseille, France","Une Table, au Sud",33491906353,€€€€,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/une-table-au-sud,43.2962224,5.3735291,4
"8 rue Sainte-Victoire, Marseille, 13006, France",1 Star MICHELIN,Marseille,France,Modern Cuisine,"Marseille, France",Saisons,33951891838,€€€,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/saisons,43.2865397,5.3827724,3
"4B place Carnot, Beaune, 21200, France",1 Star MICHELIN,Beaune,France,Modern Cuisine,"Beaune, France",Le Carmin,33380242242,€€€€,https://guide.michelin.com/en/bourgogne-franche-comte/beaune/restaurant/le-carmin,47.0225391,4.8377091,4
"12 rue de l'Hôtel-Colbert, Paris, 75005, France",1 Star MICHELIN,Paris,France,"Modern Cuisine, Japanese","Paris, France",Sola,33142023924,€€€€,https://guide.michelin.com/en/ile-de-france/paris/restaurant/sola,48.8515799,2.3483585,4
"Domaine de Clairefontaine, Chemin des Fontanettes, Chonas-l'Amballan, 38121, France",1 Star MICHELIN,Chonas-l'Amballan,France,Modern Cuisine,"Chonas-l'Amballan, France",La Table de Philippe Girardon,33474588152,€€€€,https://guide.michelin.com/en/auvergne-rhone-alpes/chonas-l-amballan/restaurant/la-table-de-philippe-girardon,45.456987,4.8107351,4
"1 rue de la Fontaine, Sierentz, 68510, France",1 Star MICHELIN,Sierentz,France,"Modern Cuisine, Traditional Cuisine","Sierentz, France",Auberge Saint-Laurent,33389815281,€€€,https://guide.michelin.com/en/grand-est/sierentz/restaurant/auberge-st-laurent,47.6540637,7.4539991,3
"1 rue de l'Église, Sessenheim, 67770, France",1 Star MICHELIN,Sessenheim,France,Modern Cuisine,"Sessenheim, France",Auberge au Bœuf,33388869714,€€€,https://guide.michelin.com/en/grand-est/sessenheim/restaurant/auberge-au-b%C5%93uf,48.7993778,7.9858523,3
"64 route du Lac, Saint-Didier-de-la-Tour, 38110, France",1 Star MICHELIN,Saint-Didier-de-la-Tour,France,Modern Cuisine,"Saint-Didier-de-la-Tour, France",Ambroisie,33474972553,€€€€,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-didier-de-la-tour/restaurant/ambroisie,45.560381,5.4875038,4
"158 rue du Vallon-des-Auffes, Marseille, 13007, France",1 Star MICHELIN,Marseille,France,Seafood,"Marseille, France",L'Épuisette,33491521782,€€€€,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/l-epuisette,43.2857334,5.3503153,4
"16 rue Debelleyme, Paris, 75003, France",1 Star MICHELIN,Paris,France,Japanese,"Paris, France",Ogata,33180977680,€€€€,https://guide.michelin.com/en/ile-de-france/paris/restaurant/ogata-1193570,48.861118,2.3633746,4
"6 rue Notre-Dame, Wimereux, 62930, France",1 Star MICHELIN,Wimereux,France,Modern Cuisine,"Wimereux, France",La Liégeoise,33321324101,€€€,https://guide.michelin.com/en/hauts-de-france/wimereux/restaurant/la-liegeoise,50.76779,1.60709,3
"24 rue Feydeau, Paris, 75002, France",1 Star MICHELIN,Paris,France,Modern Cuisine,"Paris, France",Accents Table Bourse,33140399288,€€€,https://guide.michelin.com/en/ile-de-france/paris/restaurant/accents-table-bourse,48.8699134,2.3404253,3
"32 rue de la Gare, La Wantzenau, 67610, France",1 Star MICHELIN,La Wantzenau,France,Modern Cuisine,"La Wantzenau, France",Le Jardin Secret,33388966344,€€€,https://guide.michelin.com/en/grand-est/la-wantzenau/restaurant/le-jardin-secret,48.6648455,7.8252062,3
"21 boulevard Armand-Duportal, Toulouse, 31000, France",1 Star MICHELIN,Toulouse,France,Creative,"Toulouse, France",Michel Sarran,33561123232,€€€€,https://guide.michelin.com/en/occitanie/toulouse/restaurant/michel-sarran,43.6072744,1.4345204,4
"4 parc de l'Orangerie, Strasbourg, 67000, France",1 Star MICHELIN,Strasbourg,France,Modern Cuisine,"Strasbourg, France",Buerehiesel,33388455665,€€€€,https://guide.michelin.com/en/grand-est/strasbourg/restaurant/buerehiesel,48.5914793,7.7753964,4
"2 allée Gaston-Monnerville, Sousceyrac-en-Quercy, 46190, France",1 Star MICHELIN,Sousceyrac-en-Quercy,France,Classic Cuisine,"Sousceyrac-en-Quercy, France",Au Déjeuner de Sousceyrac,33565330056,€€,https://guide.michelin.com/en/occitanie/sousceyrac-en-quercy/restaurant/au-dejeuner-de-sousceyrac,44.8727764,2.0360174,2
"Hôtel du Palais, 1 avenue de l'Impératrice, Biarritz, 64200, France",1 Star MICHELIN,Biarritz,France,Modern Cuisine,"Biarritz, France",La Table d'Aurélien Largeau,33559416420,€€€€,https://guide.michelin.com/en/nouvelle-aquitaine/biarritz/restaurant/la-table-d%27aurelien-largeau,43.4868945,-1.5560928,4
"22 quai des Bateliers, Strasbourg, 67000, France",1 Star MICHELIN,Strasbourg,France,"Modern Cuisine, Creative","Strasbourg, France",1741,33388355050,€€€€,https://guide.michelin.com/en/grand-est/strasbourg/restaurant/1741,48.5805804,7.7535855,4
"10 rue de l'Outre, Strasbourg, 67000, France",1 Star MICHELIN,Strasbourg,France,Classic Cuisine,"Strasbourg, France",Au Crocodile,33388321302,€€€€,https://guide.michelin.com/en/grand-est/strasbourg/restaurant/au-crocodile,48.58372,7.747566,4
"46 rue des Couteliers, Toulouse, 31000, France",1 Star MICHELIN,Toulouse,France,Modern Cuisine,"Toulouse, France",Le Cénacle,33567161999,€€€,https://guide.michelin.com/en/occitanie/toulouse/restaurant/le-cenacle,43.5994812,1.4413732,3
"211 Republic Street, Valletta, VLT 1118, Malta",1 Star MICHELIN,Valletta,Malta,Modern Cuisine,"Valletta, Malta",Noni,35621221441,€€€€,https://guide.michelin.com/en/malta-south-eastern-region/valletta/restaurant/noni,35.9005092,14.5160236,4
"Council Square, Mdina, MDN 1050, Malta",1 Star MICHELIN,Mdina,Malta,Modern Cuisine,"Mdina, Malta",De Mondion,35621450560,€€€€,https://guide.michelin.com/en/malta-northern-region/mdina/restaurant/de-mondion,35.8851399,14.4046065,4
"167 Merchants Street, Valletta, VLT 1174, Malta",1 Star MICHELIN,Valletta,Malta,Modern Cuisine,"Valletta, Malta",Under Grain,35622354167,€€€,https://guide.michelin.com/en/malta-south-eastern-region/valletta/restaurant/under-grain,35.8989233,14.5154686,3
"6 Tigne Street, Sliema, SLM 3172, Malta",1 Star MICHELIN,Sliema,Malta,"Mediterranean Cuisine, Contemporary","Sliema, Malta",Fernandõ Gastrotheque,35679222023,€€€,https://guide.michelin.com/en/malta-northern-region/sliema/restaurant/fernando-gastrotheque,35.9099793,14.5069007,3
"De Paule Avenue, San Anton, Balzan, BZN 9023, Malta",1 Star MICHELIN,Balzan,Malta,"Creative, Contemporary","Balzan, Malta",Bahia,35699991270,€€€,https://guide.michelin.com/en/malta-central-region/balzan/restaurant/bahia,35.8944725,14.4491412,3
"11 St Barbara Bastion, Valletta, VLT 1961, Malta",1 Star MICHELIN,Valletta,Malta,Mediterranean Cuisine,"Valletta, Malta",ION Harbour by Simon Rogan,35699110166,€€€€,https://guide.michelin.com/en/malta-south-eastern-region/valletta/restaurant/ion-the-harbour,35.8962481,14.5141768,4
"Mollardgasse 76, Vienna, 1060, Austria",1 Star MICHELIN,Vienna,Austria,Modern Cuisine,"Vienna, Austria",[aend],4315953416,€€€€,https://guide.michelin.com/en/vienna/wien/restaurant/aend,48.1896429,16.3410168,4
"Am Heumarkt 35, Vienna, 1030, Austria",1 Star MICHELIN,Vienna,Austria,"Creative, Seasonal Cuisine","Vienna, Austria",APRON,4319074747,€€€€,https://guide.michelin.com/en/vienna/wien/restaurant/apron,48.199514,16.3767832,4
"Pramergasse 21, Vienna, 1090, Austria",1 Star MICHELIN,Vienna,Austria,Creative,"Vienna, Austria",Pramerl & the Wolf,4319464139,€€€€,https://guide.michelin.com/en/vienna/wien/restaurant/pramerl-the-wolf,48.2220879,16.3648326,4
"Schottenring 24, Vienna, 1010, Austria",1 Star MICHELIN,Vienna,Austria,"Creative, Modern Cuisine","Vienna, Austria",Edvard,43123610008082,€€€€,https://guide.michelin.com/en/vienna/wien/restaurant/edvard,48.2162673,16.3681893,4
"Mönchsberg Park 26, Salzburg, 5020, Austria",1 Star MICHELIN,Salzburg,Austria,Modern Cuisine,"Salzburg, Austria",The Glass Garden,436628485550,€€€,https://guide.michelin.com/en/salzburg-region/salzburg/restaurant/the-glass-garden,47.8039566,13.03569,3
"Müllner Hauptstraße 33, Salzburg, 5020, Austria",1 Star MICHELIN,Salzburg,Austria,"Creative, Classic Cuisine","Salzburg, Austria",Esszimmer,43662870899,€€€,https://guide.michelin.com/en/salzburg-region/salzburg/restaurant/esszimmer,47.8066955,13.0341933,3
"Himmelpfortgasse 23, Vienna, 1010, Austria",1 Star MICHELIN,Vienna,Austria,"Vegetarian, Creative","Vienna, Austria",TIAN,4318904665,€€€€,https://guide.michelin.com/en/vienna/wien/restaurant/tian,48.2051767,16.3745163,4
"Oberseitestraße 6, Hirschegg, 6992, Austria",1 Star MICHELIN,Hirschegg,Austria,Creative,"Hirschegg, Austria",Kilian Stuba,435517608540,€€€€,https://guide.michelin.com/en/styria/hirschegg/restaurant/kilian-stuba,47.3486576,10.1719794,4
"Söllheim 3, Salzburg, 5300, Austria",1 Star MICHELIN,Salzburg,Austria,"Classic Cuisine, Modern Cuisine","Salzburg, Austria",Pfefferschiff,43662661242,€€€€,https://guide.michelin.com/en/salzburg-region/salzburg/restaurant/pfefferschiff,47.8379197,13.0790652,4
"Shop 21, LG2 Level, Parkview Green Fangcaodi, 9 Dongdaqiao Road, Chaoyang, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Italian,"Beijing, China Mainland",Opera Bombana,861056907177,¥¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/opera-bombana,39.919746,116.44863,4
"61 Dongsanhuan Middle Road, Chaoyang, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Beijing Cuisine,"Beijing, China Mainland",Poetry‧Wine (Dongsanhuan Middle Road),861087774188,¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/poetry%E2%80%A7wine,39.897639,116.454715,2
"5F, Tower A, Yintai Centre, 2 Jianguomenwai Street, Chaoyang, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Taizhou,"Beijing, China Mainland",Xin Rong Ji (Jianguomenwai Street),861085171789,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/xin-rong-ji-jianguomenwai-street,39.906171,116.453263,3
"Next to East 2 Gate, Workers' Sports Complex, Gongrentiyuchang East Road, Chaoyang, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Hunanese,"Beijing, China Mainland",In Love (Gongti East Road),861053520033,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/in-love-gongti-east-road,39.927315,116.443233,3
"2A01-2A03 / 2A05-2A13, 2F, Sunshine Financial Center, No.1 Tower, 33 Jinghui Street, Chaoyang, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Shandong,"Beijing, China Mainland",Lu Shang Lu,861087185556,¥¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/lu-shang-lu,39.9106329,116.4570814,4
"1 Jade River, 45 Dongbuyaqiao Hutong, Dianmen East Street, Dongcheng, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,European Contemporary,"Beijing, China Mainland",The Georg,8684085300,¥¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/the-georg,39.934451,116.39889,4
"23 Shatan North Street, Dongcheng, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,French Contemporary,"Beijing, China Mainland",Trb Hutong,8613911712083,¥¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/trb-hutong,39.927966,116.403524,4
"3F, Rosewood Hotel, Jing Guang Centre, Hujialou, 1 Chaoyangmenwai Street, Chaoyang, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Beijing Cuisine,"Beijing, China Mainland",Country Kitchen,861065360066,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/country-kitchen,39.918808,116.454181,3
"3F, The Puxuan Hotel, 1 Wangfujing Street, Dongcheng, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Cantonese,"Beijing, China Mainland",Fu Chun Ju,861052806418,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/fu-chun-ju,39.922423,116.403739,3
"LG Level, The Opposite House, Taikoo Li Sanlitun North, 11 Sanlitun Road, Chaoyang, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Beijing Cuisine,"Beijing, China Mainland",Jing Yaa Tang,861064105230,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/jing-yaa-tang,39.9404737,116.4615173,3
"B1 Level, The Peninsula Hotel, 8 Jinyu Hutong, Dongcheng, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,French Contemporary,"Beijing, China Mainland",Jing,861085162888,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/jing,39.915588,116.416395,3
"D6007, 6F, SKP Beijing, 87 Jianguo Road, Chaoyang, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Cantonese,"Beijing, China Mainland",The Beijing Kitchen,861065307905,¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/the-beijing-kitchen,39.909316,116.473274,2
"5 Xindong Road, Chaoyang, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Beijing Cuisine,"Beijing, China Mainland",Sheng Yong Xing (Chaoyang),861064640968,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/sheng-yong-xing-chaoyang,39.939223,116.443748,3
"15 Gongrentiyuchang South Road, Chaoyang, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Shanghainese,"Beijing, China Mainland",Lao Ji Tang (Gongrentiyuchang South Road),861085612685,¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/lao-ji-tang,39.925181,116.442599,2
"B1 Level, Financial Street International Hotel, 11 Jinrong Street, Xicheng, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Taizhou,"Beijing, China Mainland",Xin Rong Ji (Jinrong Street),861066180567,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/xin-rong-ji-jinrong-street,39.917499,116.353313,3
"22 Jianchang Hutong, Dongcheng, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Beijing Cuisine,"Beijing, China Mainland",Mansion Cuisine by Jingyan,861086632999,¥¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/jing-yan-by-chef-duan,39.9475229,116.4116729,4
"3F, Waldorf Astoria Hotel, 5-15 Jinyu Hutong, Dongcheng, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Cantonese,"Beijing, China Mainland",Zijin Mansion,861085208989,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/zijin-mansion,39.916259,116.414122,3
"Block 21, 4 Gongrentiyuchang North Road, Chaoyang, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Jiangzhe,"Beijing, China Mainland",The Tasty House,8613683114225,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/the-tasty-house,39.930362,116.452431,3
"1F, The Westin, 9C Jinrong Street, Xicheng, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Hunanese,"Beijing, China Mainland",Furong,861066007175,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/furong,39.916154,116.35324,3
"3F, STEY-Sanlitun Hotel, BEI Zhaolong, 2 Gongrentiyuchang North Road, Chaoyang, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Innovative,"Beijing, China Mainland",Ling Long,861086355109,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/ling-long,39.931781,116.454401,3
"Shop 212, 2F, West Building, WF Central, 269 Wangfujing Street, Dongcheng, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Vegetarian,"Beijing, China Mainland",Vege Wonder,861068888199,¥¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/vege-wonder,39.911324,116.402415,4
"1-2F, Nanxincang Business Tower, 22A Dongsi 10th Alley, Dongcheng, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Chinese Contemporary,"Beijing, China Mainland",Gastro Esthetics DaDong,8651690328,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/da-dong-dongsi-10th-alley,39.93026,116.424984,3
"2F, Empark Prime Hotel, 2 Wangfujing Street, Dongcheng, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Cantonese,"Beijing, China Mainland",Forum,8615210082027,¥¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/forum-1203613,39.9221144,116.4054586,4
"5F, Uni Elite, Building 6, Courtyard 5, Anding Road, Chaoyang, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Shandong,"Beijing, China Mainland",Lu Style (Anding Road),861064413777,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/lu-style,39.977857,116.398637,3
"3F, Jinbao Tower, 89 Jinbao Street, Dongcheng, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Cantonese,"Beijing, China Mainland",Lei Garden (Jinbao Tower),861085221212,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/lei-garden-jinbao-tower,39.9109245,116.4133837,3
"3F, Four Seasons Hotel, 48 Liangmaqiao Road, Chaoyang, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Italian,"Beijing, China Mainland",Mio,8656958522,¥¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/mio,39.95071,116.4672,4
"1F, Bvlgari Hotel, Building 2, Courtyard 8, Xinyuan South Road, Chaoyang, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Italian,"Beijing, China Mainland",Il Ristorante - Niko Romito,861085558555,¥¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/il-ristorante-niko-romito-1186723,39.947719,116.452232,4
"12 Jinyu Hutong, Dongcheng, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Dongbei,"Beijing, China Mainland",Zhiguan Courtyard,861065599899,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/zhiguan,39.91405,116.409091,3
"198 Andingmenwai Street, Dongcheng, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Huaiyang,"Beijing, China Mainland",Huaiyang Fu,861064265959,¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/huaiyang-fu,39.95238,116.402769,2
"2F, Four Seasons Hotel, 48 Liangmaqiao Road, Chaoyang, Beijing, China Mainland",1 Star MICHELIN,Beijing,China Mainland,Cantonese,"Beijing, China Mainland",Cai Yi Xuan,861056958520,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/cai-yi-xuan,39.948977,116.461067,3
"2F, 688 Plaza, 688 West Nanjing Road, Shanghai, China Mainland",1 Star MICHELIN,Shanghai,China Mainland,Taizhou,"Shanghai, China Mainland",Xin Rong Ji (West Nanjing Road),862153861717,¥¥¥,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/xin-rong-ji-west-nanjing-road,31.23138,121.46432,3
"Shop E2-03, 2F, Tower 1, Jing An Kerry Centre, 1515 West Nanjing Road, Shanghai, China Mainland",1 Star MICHELIN,Shanghai,China Mainland,Cantonese,"Shanghai, China Mainland",Seventh Son,862162663969,¥¥¥,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/seventh-son-jingan,31.219598,121.460072,3
"5F, The Langham, 99 Madang Road, Shanghai, China Mainland",1 Star MICHELIN,Shanghai,China Mainland,Cantonese,"Shanghai, China Mainland",T'ang Court,862123302288,¥¥¥¥,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/t-ang-court-506725,31.208949,121.445604,4
"47F, Bvlgari Hotel, Lane 108, North Shanxi Road, Shanghai, China Mainland",1 Star MICHELIN,Shanghai,China Mainland,Italian,"Shanghai, China Mainland",Il Ristorante - Niko Romito,862136067788,¥¥¥¥,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/il-ristorante-niko-romito-563683,31.229977,121.48704,4
"53F, The Ritz-Carlton Pudong, 8 Century Avenue, Shanghai, China Mainland",1 Star MICHELIN,Shanghai,China Mainland,Cantonese,"Shanghai, China Mainland",Jin Xuan,862120201717,¥¥¥¥,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/jin-xuan,31.238417,121.498024,4
"6F, Jumeirah Himalayas Hotel, 1108 Mei Hua Road, Shanghai, China Mainland",1 Star MICHELIN,Shanghai,China Mainland,Shanghainese,"Shanghai, China Mainland",Shang-High Cuisine,862138580760,¥¥¥,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/shang-high-cuisine,31.23491,121.480586,3
"LG Level, Mandarin Oriental Pudong, 111 South Pudong Road, Shanghai, China Mainland",1 Star MICHELIN,Shanghai,China Mainland,Shanghainese,"Shanghai, China Mainland",Yong Yi Ting,862120829978,¥¥¥,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/yong-yi-ting,31.245216,121.50343,3
"12F, Cathay Building, Jin Jiang Hotel, 59 South Maoming Road, Shanghai, China Mainland",1 Star MICHELIN,Shanghai,China Mainland,Ningbo,"Shanghai, China Mainland",Yong Fu (Huangpu),862133566777,¥¥¥,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/yong-fu,31.220526,121.46027,3
"1037 Yuyuan Road, Shanghai, China Mainland",1 Star MICHELIN,Shanghai,China Mainland,Vegetarian,"Shanghai, China Mainland",Fu He Hui,862139809188,¥¥¥¥,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/fu-he-hui,31.22046,121.425095,4
"5F, Bund 5, 20 Guangdong Road, Shanghai, China Mainland",1 Star MICHELIN,Shanghai,China Mainland,Beijing Cuisine,"Shanghai, China Mainland",Sheng Yong Xing (Huangpu),862163302885,¥¥¥,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/sheng-yong-xing,31.236447,121.486181,3
"851 Julu Road, Shanghai, China Mainland",1 Star MICHELIN,Shanghai,China Mainland,Sichuan,"Shanghai, China Mainland",Yu Zhi Lan,8619946163557,¥¥¥¥,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/yu-zhi-lan,31.218916,121.449455,4
"216 Jiujiang Road, Shanghai, China Mainland",1 Star MICHELIN,Shanghai,China Mainland,Shanghainese,"Shanghai, China Mainland",Cheng Long Hang (Huangpu),862163212010,¥¥¥,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/cheng-long-hang-huangpu,31.239067,121.48161,3
"4F, Bund 3, 3 Zhongshan Dong Yi Road, Shanghai, China Mainland",1 Star MICHELIN,Shanghai,China Mainland,French,"Shanghai, China Mainland",Jean Georges,862163217733,¥¥¥¥,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/jean-georges-506640,31.218637,121.490738,4
"5F, Park Place, 1601 West Nanjing Road, Shanghai, China Mainland",1 Star MICHELIN,Shanghai,China Mainland,Chinese Contemporary,"Shanghai, China Mainland",Da Dong (Jingan),862132532299,¥¥¥,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/da-dong-jingan,31.225245,121.44289,3
"Shop 602, 6F, iapm, 999 Middle Huaihai Road, Shanghai, China Mainland",1 Star MICHELIN,Shanghai,China Mainland,Chinese Contemporary,"Shanghai, China Mainland",Da Dong (Xuhui),862154665758,¥¥¥,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/da-dong-xuhui,31.230507,121.437471,3
"S301, 3F, South Mall, The Bund Finance Center, 600 Zhongshan Dong Er Road, Shanghai, China Mainland",1 Star MICHELIN,Shanghai,China Mainland,Fujian,"Shanghai, China Mainland",Meet the Bund (Zhongshan Dong Er Road),862163777668,¥¥¥,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/meet-the-bund,31.228818,121.493593,3
